pair,symbol,direction,expiry,entry_price,close_price,result,pnl_pct,entry_time,strategy,confidence,session
EUR/JPY OTC,#EURJPY_otc,SELL,1m,185.337,185.29,WIN,0.02536,2026-03-31 11:58:53,ema_bounce,69.7,BEAR
EUR/USD OTC,#EURUSD_otc,BUY,1m,1.15969,1.1598,WIN,0.00949,2026-03-31 11:59:43,level_touch,64.9,NEUTRAL
USD/JPY OTC,#USDJPY_otc,SELL,1m,161.921,161.954,LOSS,-0.02038,2026-03-31 11:59:43,level_touch,63.1,NEUTRAL
NZD/USD OTC,#NZDUSD_otc,BUY,1m,0.56507,0.56527,WIN,0.03539,2026-03-31 11:59:43,level_touch,64.7,NEUTRAL
AUD/USD OTC,#AUDUSD_otc,BUY,1m,0.74657,0.74661,WIN,0.00536,2026-03-31 12:00:33,level_touch,62.0,BULL
BHD/CNY OTC,#BHDCNY_otc,BUY,1m,18.36248,18.36334,WIN,0.00468,2026-03-31 12:00:33,level_touch,66.0,BULL
CHF/JPY OTC,#CHFJPY_otc,BUY,1m,199.681,199.676,LOSS,-0.0025,2026-03-31 12:02:13,level_touch,65.7,BULL
AUD/NZD OTC,#AUDNZD_otc,BUY,1m,1.23229,1.2325,WIN,0.01704,2026-03-31 12:03:03,level_touch,61.9,BULL
BHD/CNY OTC,#BHDCNY_otc,BUY,1m,18.36195,18.36486,WIN,0.01585,2026-03-31 12:03:53,level_touch,64.9,BULL
EUR/USD OTC,#EURUSD_otc,BUY,1m,1.15967,1.15943,LOSS,-0.0207,2026-03-31 12:04:43,level_touch,66.0,BULL
AUD/USD OTC,#AUDUSD_otc,BUY,1m,0.74644,0.7459,LOSS,-0.07234,2026-03-31 12:04:43,level_touch,61.9,BULL
CAD/JPY OTC,#CADJPY_otc,BUY,1m,122.444,122.456,WIN,0.0098,2026-03-31 12:04:43,level_touch,64.7,BULL
EUR/CHF OTC,#EURCHF_otc,BUY,1m,0.86264,0.86269,WIN,0.0058,2026-03-31 12:04:43,level_touch,61.9,BULL
AUD/JPY OTC,#AUDJPY_otc,BUY,1m,110.924,110.913,LOSS,-0.00992,2026-03-31 12:04:43,level_touch,69.7,BULL
KES/USD OTC,#KESUSD_otc,BUY,1m,0.0075511,0.007552,WIN,0.01192,2026-03-31 12:05:33,level_touch,61.9,BULL
BHD/CNY OTC,#BHDCNY_otc,BUY,1m,18.36409,18.36587,WIN,0.00969,2026-03-31 12:07:13,level_touch,63.1,BULL
